id,name,now_cost,position,team,goals_scored,bonus,form,in_dreamteam,expected_assists_per_90,cost_change_start_fall,red_cards,penalties_saved,points_per_game_rank_type,yellow_cards,starts,ep_this,direct_freekicks_order,news,news_added,expected_goal_involvements_per_90,ict_index_rank,value_season,cost_change_start,dreamteam_count,transfers_in_event,threat,creativity,minutes,creativity_rank_type,expected_goals,selected_rank_type,selected_by_percent,transfers_out_event,cost_change_event_fall,goals_conceded_per_90,expected_goal_involvements,chance_of_playing_next_round,points_per_game,creativity_rank,expected_assists,total_points,influence_rank_type,saves,threat_rank,ep_next,own_goals,now_cost_rank_type,points_per_game_rank,clean_sheets,chance_of_playing_this_round,goals_conceded,transfers_out,expected_goals_per_90,form_rank_type,expected_goals_conceded_per_90,threat_rank_type,saves_per_90,now_cost_rank,web_name,assists,cost_change_event,event_points,starts_per_90,bps,ict_index,clean_sheets_per_90,form_rank,corners_and_indirect_freekicks_order,penalties_order,ict_index_rank_type,transfers_in,status,penalties_missed,selected_rank,influence,expected_goals_conceded,value_form,influence_rank
277,Thiago Alcántara do Nascimento,51,MID,Liverpool,0,0,1.7,False,0.09,4,0,0,131,2,14,1.4,,Hip injury - 50% chance of playing,2023-02-10T10:30:08.832203Z,0.12,151,5.1,-4,0,33,81.0,255.0,1156,62,0.44,66,0.7,1858,0,1.71,1.56,50.0,1.9,79,1.11,26,82,0,225,1.4,0,100,313,2,50.0,22,254747,0.03,85,1.59,124,0.0,177,Thiago,0,0,0,1.09,178,56.3,0.16,197,,,91,110016,d,0,215,224.8,20.38,0.3,189
278,Alex Oxlade-Chamberlain,49,MID,Liverpool,1,2,0.3,False,0.05,1,0,0,93,0,4,1.3,,,2022-10-11T23:00:06.633516Z,0.43,310,3.9,-1,0,22,80.0,66.0,312,139,1.27,246,0.0,76,0,1.73,1.48,100.0,2.4,250,0.18,19,142,0,228,1.3,0,137,223,0,100.0,6,4491,0.37,161,1.72,125,0.0,238,Chamberlain,0,0,0,1.15,54,21.3,0.0,353,,,138,4536,a,0,607,67.0,5.96,0.1,340
279,Roberto Firmino,80,FWD,Liverpool,7,9,0.3,False,0.17,0,0,0,4,0,11,0.7,,,2022-12-23T01:00:07.624026Z,0.57,27,8.8,0,2,744,642.0,252.2,938,8,4.19,13,2.7,2082,0,1.25,5.97,100.0,5.0,82,1.77,70,5,0,17,1.3,0,9,21,3,50.0,13,1775497,0.4,51,1.43,8,0.0,15,Firmino,3,0,1,1.06,295,129.9,0.29,370,,,8,1796630,a,0,102,402.2,14.86,0.0,59
280,Virgil van Dijk,65,DEF,Liverpool,2,4,0.0,False,0.03,0,0,0,27,1,17,0.2,,,2023-01-06T22:30:07.357716Z,0.09,125,8.9,0,1,1603,230.0,49.2,1485,88,1.04,13,9.7,7772,0,1.27,1.54,100.0,3.4,284,0.46,58,20,0,99,1.0,0,4,117,4,25.0,21,1971597,0.06,251,1.44,9,0.0,57,Van Dijk,0,0,0,1.03,302,64.5,0.24,737,,,23,1177555,a,0,39,365.2,23.74,0.0,75
281,Alisson Ramses Becker,54,GKP,Liverpool,0,10,5.7,False,0.0,1,0,1,7,0,21,6.7,,,,0.0,136,16.9,-1,1,5993,0.0,10.1,1890,5,0.00,4,13.2,10396,0,1.33,0.01,,4.3,411,0.01,91,4,68,734,6.7,0,3,47,6,,28,1895027,0.0,3,1.45,75,3.24,131,Alisson,1,0,6,1.0,465,61.2,0.29,19,,,4,1234714,a,0,29,602.2,30.47,1.1,8
282,Fabio Henrique Tavares,52,MID,Liverpool,0,0,1.3,False,0.04,3,0,0,137,2,15,1.7,2.0,,2023-02-04T23:30:08.391451Z,0.06,232,6.7,-3,0,115,65.0,146.9,1339,100,0.29,60,0.8,702,1,1.14,0.89,100.0,1.8,150,0.57,35,93,0,255,2.3,0,95,328,4,75.0,17,153367,0.02,103,1.31,134,0.0,169,Fabinho,0,-1,3,1.01,186,40.2,0.27,228,,3.0,111,89179,a,0,200,190.8,19.54,0.2,216
283,Mohamed Salah,126,MID,Liverpool,8,13,5.3,False,0.15,4,0,0,8,0,21,6.3,,,,0.63,5,9.2,-4,4,22862,973.0,496.6,1866,12,9.92,7,21.7,19074,1,1.3,13.05,,5.5,16,3.10,116,15,0,4,6.3,0,1,13,6,,27,7289987,0.48,8,1.4,1,0.0,1,Salah,5,-1,11,1.01,280,194.7,0.29,25,,2.0,3,3618591,a,0,18,477.6,29.08,0.4,32
284,Andrew Robertson,68,DEF,Liverpool,0,7,4.0,False,0.23,2,0,0,23,1,16,5.0,,,2022-12-31T08:30:08.059731Z,0.29,58,9.9,-2,1,9925,149.0,519.6,1410,3,0.92,25,5.2,7587,0,1.28,4.56,100.0,3.5,13,3.66,67,33,0,162,5.0,0,3,106,4,100.0,20,1765782,0.06,21,1.35,22,0.0,46,Robertson,5,0,5,1.02,351,98.6,0.26,61,2.0,,5,1105224,a,0,63,317.4,21.14,0.6,105
285,Trent Alexander-Arnold,73,DEF,Liverpool,1,9,2.7,False,0.25,2,0,0,48,3,18,3.7,1.0,,2022-12-23T01:00:07.634178Z,0.34,38,8.6,-2,1,9647,169.0,623.5,1529,2,1.46,8,16.2,11171,0,1.47,5.70,100.0,3.0,9,4.24,63,22,0,145,3.7,0,1,164,3,100.0,25,5635704,0.09,43,1.41,16,0.0,30,Alexander-Arnold,3,0,6,1.06,366,114.9,0.18,114,1.0,,2,1772172,a,0,23,357.6,23.97,0.4,80
286,Joseph Gomez,43,DEF,Liverpool,0,8,5.0,False,0.01,2,0,0,36,3,12,6.0,,,,0.02,267,13.0,-2,1,3653,20.0,34.0,1191,109,0.14,61,1.1,1223,0,0.91,0.31,,3.1,329,0.17,56,54,0,370,6.0,0,146,141,6,,12,400127,0.01,10,1.46,132,0.0,558,Gomez,0,0,8,0.91,272,31.9,0.45,27,,,90,454102,a,0,171,263.6,19.34,1.2,156
287,Naby Keita,47,MID,Liverpool,0,0,2.0,False,0.07,3,0,0,163,0,2,3.0,,,2022-08-23T08:30:05.948248Z,0.33,349,2.1,-3,0,81,54.0,81.6,245,131,0.67,197,0.0,61,0,1.47,0.89,100.0,1.4,229,0.20,10,188,0,272,3.0,0,193,381,1,100.0,4,17869,0.25,66,1.33,142,0.0,318,Keita,0,0,1,0.73,37,15.6,0.37,162,,,153,9634,a,0,511,21.6,3.61,0.4,422
288,Diogo Teixeira da Silva,88,FWD,Liverpool,0,0,0.3,False,0.11,2,0,0,45,1,2,1.0,,,2022-10-16T22:30:07.279165Z,0.43,339,1.0,-2,0,1365,43.0,82.2,215,34,0.76,51,0.3,181,0,1.67,1.02,100.0,1.8,228,0.26,9,46,0,298,1.3,0,5,334,1,75.0,4,81635,0.32,53,1.9,52,0.0,10,Diogo Jota,1,0,1,0.84,30,17.8,0.42,372,,,49,41530,a,0,321,52.6,4.54,0.0,361
289,Caoimhin Kelleher,40,GKP,Liverpool,0,0,0.0,False,0.0,0,0,0,57,0,0,1.0,,,2022-07-29T22:30:04.925323Z,0.0,559,0.0,0,0,72,0.0,0.0,0,43,0.00,45,0.2,143,0,0.0,0.00,100.0,0.0,546,0.00,0,57,0,498,1.0,0,45,571,0,100.0,0,17071,0.0,52,0.0,33,0.0,652,Kelleher,0,0,0,0.0,0,0.0,0.0,442,,,57,12125,a,0,364,0.0,0.00,0.0,557
290,Ibrahima Konaté,48,DEF,Liverpool,0,0,2.0,False,0.02,2,0,0,122,0,4,0.0,,Hamstring injury - Unknown return date,2023-01-31T23:00:08.277168Z,0.06,360,1.9,-2,0,28,43.0,5.3,381,149,0.17,98,0.4,2063,0,1.89,0.27,0.0,1.8,427,0.09,9,127,0,297,0.0,1,44,326,1,0.0,8,148088,0.04,62,1.94,95,0.0,289,Konaté,0,0,0,0.94,72,12.9,0.24,165,,,129,120468,i,0,268,81.8,8.22,0.4,315
291,Curtis Jones,49,MID,Liverpool,0,0,0.0,False,0.14,1,0,0,221,1,1,1.0,,,2022-12-21T14:30:07.128942Z,0.23,357,1.2,-1,0,14,77.0,36.3,184,168,0.17,257,0.0,13,0,1.47,0.47,100.0,1.0,321,0.28,6,179,0,236,1.0,0,150,487,0,100.0,3,2035,0.08,289,1.83,129,0.0,254,Jones,0,0,0,0.49,21,13.8,0.0,690,,,156,1351,a,0,635,25.8,3.74,0.0,408
292,Konstantinos Tsimikas,44,DEF,Liverpool,0,0,0.3,False,0.16,1,0,0,121,1,5,1.3,,,2023-01-18T11:30:08.409457Z,0.29,199,5.5,-1,1,86,118.0,215.7,440,17,0.68,120,0.3,319,0,1.43,1.43,100.0,1.8,103,0.76,24,106,0,186,1.3,0,119,324,1,100.0,7,114672,0.14,126,1.8,33,0.0,502,Tsimikas,3,0,0,1.02,115,46.6,0.2,339,3.0,,56,118759,a,0,331,130.6,8.81,0.1,267
293,Luis Díaz,78,MID,Liverpool,3,4,0.0,False,0.12,2,0,0,14,2,7,0.0,,Knee injury - Unknown return date,2022-10-09T21:00:06.748125Z,0.38,154,5.0,-2,1,103,279.0,99.5,613,118,1.74,16,6.1,1999,0,1.17,2.58,0.0,4.9,197,0.85,39,99,0,76,0.0,0,12,24,2,0.0,8,3939722,0.26,322,1.16,51,0.0,24,Luis Díaz,2,0,0,1.03,109,55.3,0.29,741,,,92,2344524,i,0,55,174.8,7.87,0.0,232
294,Harvey Elliott,49,MID,Liverpool,1,2,1.7,False,0.22,1,0,0,126,1,13,2.7,,,2022-12-31T08:30:08.114482Z,0.31,109,8.8,-1,0,695,269.0,260.3,1124,61,1.19,73,0.6,835,0,1.12,3.90,100.0,2.0,77,2.76,43,100,0,80,2.7,0,157,295,3,100.0,14,243919,0.1,83,1.51,53,0.0,264,Elliott,1,0,1,1.04,198,70.3,0.24,195,,,72,261651,a,0,232,172.4,18.81,0.3,235
296,Fábio Freitas Gouveia Carvalho,51,MID,Liverpool,2,0,0.0,False,0.07,4,0,0,101,0,4,1.0,,,2023-01-27T15:30:08.500231Z,0.37,277,4.9,-4,0,81,173.0,35.7,331,169,1.11,111,0.3,238,0,0.82,1.36,100.0,2.3,323,0.25,25,130,0,140,1.0,0,110,245,0,100.0,3,132752,0.3,301,1.33,88,0.0,193,Carvalho,1,0,0,1.09,76,29.5,0.0,706,,,125,121112,a,0,317,89.0,4.89,0.0,310
297,Darwin Núñez Ribeiro,87,FWD,Liverpool,5,6,2.7,False,0.15,3,1,0,13,1,12,3.7,,,2023-01-12T17:00:07.921257Z,0.87,24,6.9,-3,0,10349,832.0,235.3,1054,9,8.43,8,7.5,10873,0,1.45,10.17,100.0,3.8,89,1.74,60,12,0,9,3.7,0,6,84,2,100.0,17,4252650,0.72,14,1.64,6,0.0,11,Darwin,4,0,5,1.02,175,134.7,0.17,115,,,7,2979081,a,0,48,291.8,19.17,0.3,131
298,Calvin Ramsay,39,DEF,Liverpool,0,0,0.0,False,0.0,1,0,0,197,0,0,1.0,,,2022-08-16T23:30:06.002110Z,0.0,541,0.0,-1,0,157,0.0,0.0,0,192,0.00,122,0.2,212,0,0.0,0.00,100.0,0.0,526,0.00,0,196,0,478,1.0,0,248,553,0,100.0,0,33413,0.0,150,0.0,177,0.0,735,Ramsay,0,0,0,0.0,0,0.0,0.0,422,,,193,26653,a,0,338,0.0,0.00,0.0,539
497,Adrián San Miguel del Castillo,39,GKP,Liverpool,0,0,0.0,False,0.0,1,0,0,38,0,0,1.0,,,,0.0,523,0.0,-1,0,117,0.0,0.0,0,21,0.00,34,0.7,349,0,0.0,0.00,,0.0,507,0.00,0,38,0,457,1.0,0,66,535,0,,0,65699,0.0,31,0.0,11,0.0,710,Adrián,0,0,0,0.0,0,0.0,0.0,400,,,38,50629,a,0,223,0.0,0.00,0.0,521
498,Rhys Williams,40,DEF,Liverpool,0,0,0.0,False,0.0,0,0,0,206,0,0,0.0,,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,0.0,562,0.0,0,0,0,0.0,0.0,0,200,0.00,240,0.0,1,0,0.0,0.00,0.0,0.0,549,0.00,0,204,0,502,0.0,0,197,575,0,0.0,0,727,0.0,160,0.0,186,0.0,656,R.Williams,0,0,0,0.0,0,0.0,0.0,446,,,201,0,u,0,682,0.0,0.00,0.0,560
499,Ben Davies,40,DEF,Liverpool,0,0,0.0,False,0.0,0,0,0,199,0,0,0.0,,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,0.0,551,0.0,0,0,0,0.0,0.0,0,194,0.00,242,0.0,1,0,0.0,0.00,0.0,0.0,538,0.00,0,198,0,490,0.0,0,190,563,0,0.0,0,562,0.0,153,0.0,179,0.0,644,Davies,0,0,0,0.0,0,0.0,0.0,434,,,195,0,u,0,691,0.0,0.00,0.0,549
500,Sepp van den Berg,40,DEF,Liverpool,0,0,0.0,False,0.0,0,0,0,213,0,0,0.0,,Season-long loan to Schalke 04,2022-08-31T07:21:56.075322Z,0.0,573,0.0,0,0,0,0.0,0.0,0,207,0.00,150,0.1,33,0,0.0,0.00,0.0,0.0,560,0.00,0,211,0,514,0.0,0,205,586,0,0.0,0,29539,0.0,168,0.0,194,0.0,668,Van den Berg,0,0,0,0.0,0,0.0,0.0,458,,,208,10688,u,0,401,0.0,0.00,0.0,571
501,Nathaniel Phillips,39,DEF,Liverpool,0,0,0.0,False,0.01,1,0,0,133,0,1,1.0,,,,0.07,448,0.8,-1,0,164,18.0,1.4,65,160,0.04,96,0.5,413,0,1.38,0.05,,1.5,448,0.01,3,159,0,377,1.0,0,236,359,0,,1,67908,0.06,141,0.66,135,0.0,718,Phillips,0,0,0,1.38,17,3.4,0.0,408,,,156,70833,a,0,264,15.4,0.48,0.0,437
563,Luke Chambers,40,DEF,Liverpool,0,0,0.0,False,0.0,0,0,0,217,0,0,0.0,,Season-long loan to Kilmarnock,2023-01-31T16:04:16.856623Z,0.0,581,0.0,0,0,0,0.0,0.0,0,211,0.00,168,0.1,115,0,0.0,0.00,0.0,0.0,568,0.00,0,215,0,522,0.0,0,209,594,0,0.0,0,8771,0.0,172,0.0,198,0.0,676,Chambers,0,0,0,0.0,0,0.0,0.0,466,,,212,7417,u,0,445,0.0,0.00,0.0,579
564,Stefan Bajcetic,44,MID,Liverpool,1,0,2.3,False,0.12,1,0,0,84,1,3,3.3,,,,0.31,338,3.4,-1,0,1466,52.0,53.7,281,147,0.60,193,0.0,137,0,0.96,0.98,,2.5,275,0.37,15,138,0,276,3.3,0,289,204,2,,3,4801,0.19,46,1.13,146,0.0,533,Bajcetic,0,0,3,0.96,61,17.8,0.64,127,,,149,8407,a,0,506,72.4,3.53,0.5,331
584,Bobby Clark,45,MID,Liverpool,0,0,0.0,False,1.16,0,0,0,207,0,0,1.0,,,,1.16,504,0.2,0,0,16,2.0,0.3,7,234,0.00,258,0.0,14,0,0.0,0.09,,1.0,477,0.09,1,280,0,438,1.0,0,238,471,0,,0,1253,0.0,246,0.0,213,0.0,433,Clark,0,0,0,0.0,1,0.2,0.0,630,,,232,1231,a,0,636,0.0,0.00,0.0,684
592,Harvey Davies,40,GKP,Liverpool,0,0,0.0,False,0.0,0,0,0,67,0,0,1.0,,,,0.0,583,0.0,0,0,15,0.0,0.0,0,53,0.00,61,0.0,16,0,0.0,0.00,,0.0,570,0.00,0,67,0,524,1.0,0,55,596,0,,0,1615,0.0,62,0.0,43,0.0,678,H.Davies,0,0,0,0.0,0,0.0,0.0,468,,,67,1557,a,0,578,0.0,0.00,0.0,581
620,Arthur Henrique Ramos de Oliveira Melo,48,MID,Liverpool,0,0,0.0,False,0.0,2,0,0,308,0,0,0.5,,Lack of match fitness - 50% chance of playing,2022-10-07T11:00:07.432007Z,0.0,719,0.0,-2,0,4,0.0,0.0,0,307,0.00,240,0.0,6,0,0.0,0.00,50.0,0.0,713,0.00,0,306,0,704,0.5,0,173,721,0,50.0,0,8128,0.0,279,0.0,302,0.0,288,Arthur,0,0,0,0.0,0,0.0,0.0,676,,,306,8353,d,0,595,0.0,0.00,0.0,718
665,Ben Doak,45,MID,Liverpool,0,0,0.0,False,0.0,0,0,0,208,0,0,1.0,,,,0.0,471,0.4,0,0,6,4.0,1.4,23,220,0.00,287,0.0,20,0,3.91,0.00,,1.0,450,0.00,2,212,0,430,1.0,0,239,472,0,,1,486,0.0,247,3.76,209,0.0,435,Doak,0,0,0,0.0,4,1.2,0.0,632,,,215,717,a,0,698,5.6,0.96,0.0,466
680,Cody Gakpo,77,MID,Liverpool,1,0,4.3,False,0.03,3,0,0,40,0,4,5.3,,,2023-01-02T15:30:08.448397Z,0.54,314,1.9,-3,0,11099,113.0,45.9,334,155,1.90,61,0.7,3607,0,1.62,2.02,100.0,3.8,295,0.11,15,151,0,193,5.3,0,13,82,2,100.0,6,130322,0.51,20,1.5,113,0.0,26,Gakpo,0,0,8,1.08,35,21.1,0.54,50,,,141,205139,a,0,202,54.0,5.57,0.6,359
299,Kyle Walker,48,DEF,Man City,0,0,0.8,False,0.03,2,0,0,76,1,11,3.1,,,2022-10-02T21:00:07.238617Z,0.07,303,6.0,-2,0,5386,22.0,100.0,882,51,0.35,30,4.1,2234,0,1.02,0.66,100.0,2.4,196,0.31,29,112,0,365,2.3,0,39,222,3,100.0,10,1818502,0.04,99,0.75,130,0.0,272,Walker,0,0,2,1.12,161,22.7,0.31,284,,,104,1215829,a,0,78,105.2,7.38,0.2,289
300,Ilkay Gündogan,73,MID,Man City,3,3,3.2,False,0.15,2,0,0,52,0,15,7.9,2.0,,,0.48,39,9.2,-2,0,2788,405.0,422.4,1339,24,4.88,44,2.0,1089,0,0.87,7.10,,3.5,30,2.21,67,51,0,44,4.7,0,14,108,6,,13,753540,0.33,35,0.73,27,0.0,29,Gündogan,3,0,7,1.01,272,113.1,0.4,86,6.0,,27,724133,a,0,127,305.0,10.81,0.4,116
301,Kevin De Bruyne,124,MID,Man City,3,13,1.8,False,0.54,-4,0,0,9,1,19,5.1,1.0,,,0.71,3,8.9,4,2,12575,473.0,1046.5,1687,1,3.17,4,35.9,60742,0,0.91,13.34,,5.2,2,10.17,110,3,0,33,3.3,0,2,16,7,,17,4245174,0.17,79,0.72,18,0.0,2,De Bruyne,12,0,2,1.01,458,209.3,0.37,188,2.0,3.0,1,5973315,a,0,7,571.4,13.51,0.1,12
302,John Stones,54,DEF,Man City,0,8,1.8,False,0.06,1,0,0,16,1,13,0.0,,Hamstring injury - Expected back 25 Feb,2023-01-28T00:00:08.591408Z,0.11,224,10.0,-1,1,85,85.0,101.7,1180,48,0.59,47,1.8,6313,0,0.99,1.40,0.0,3.9,193,0.81,54,72,0,220,0.0,1,14,69,5,0.0,13,469630,0.04,69,0.67,48,0.0,129,Stones,2,0,0,0.99,268,40.8,0.38,185,,,67,353840,i,0,136,220.6,8.82,0.3,193
303,Riyad Mahrez,78,MID,Man City,5,9,7.2,False,0.28,2,0,0,17,2,11,15.9,3.0,,,0.68,41,10.3,-2,2,88870,368.0,409.6,977,27,4.44,9,13.6,8976,0,1.29,7.43,,4.7,33,2.99,80,42,0,49,8.7,0,11,32,3,,14,713879,0.41,4,0.68,31,0.0,23,Mahrez,6,0,12,1.01,291,110.8,0.28,8,1.0,2.0,29,1621819,a,0,26,331.6,7.35,0.9,97
305,Jack Grealish,68,MID,Man City,2,2,2.2,False,0.31,2,0,0,45,1,12,5.9,,,2022-08-22T07:00:05.758441Z,0.53,56,8.7,-2,0,4221,393.0,381.5,1105,33,2.67,45,1.9,3166,0,0.81,6.46,100.0,3.7,40,3.79,59,84,0,45,3.7,0,23,89,5,100.0,10,449389,0.22,59,0.66,28,0.0,45,Grealish,5,0,5,0.98,234,99.2,0.41,147,4.0,,39,259810,a,0,130,221.0,8.10,0.3,191
306,João Cancelo,71,DEF,Man City,2,10,0.0,False,0.11,-1,1,0,10,3,16,0.0,,Season-long loan to Bayern Munich,2023-01-31T13:55:52.460014Z,0.16,86,10.3,1,4,0,276.0,266.4,1273,10,0.83,4,22.0,96671,0,1.13,2.33,0.0,4.3,75,1.53,73,49,0,78,0.0,0,2,48,6,0.0,16,6127770,0.06,252,0.94,3,0.0,37,Cancelo,2,0,0,1.13,304,81.2,0.42,740,,,11,3729404,u,0,17,277.0,13.34,0.0,144
307,Ederson Santana de Moraes,54,GKP,Man City,0,5,2.0,False,0.01,1,0,0,15,1,22,5.5,,,,0.01,248,14.8,-1,0,9336,0.0,13.1,1980,4,0.00,3,14.4,8015,0,1.0,0.22,,3.6,398,0.22,80,19,33,735,3.5,0,4,93,8,,22,1757455,0.0,18,0.8,76,1.5,132,Ederson,1,0,2,1.0,398,36.3,0.36,173,,,19,1456834,a,0,24,350.4,17.56,0.4,85
308,Nathan Aké,51,DEF,Man City,0,3,1.0,False,0.05,-1,0,0,60,0,13,3.5,,,2022-08-22T07:00:05.769797Z,0.07,228,8.6,1,0,7443,79.0,94.6,1160,52,0.22,27,4.6,9360,0,0.93,0.89,100.0,2.8,200,0.67,44,68,0,232,2.5,0,21,185,4,100.0,12,371962,0.02,95,0.91,55,0.0,183,Aké,0,0,1,1.01,230,40.5,0.31,265,,,71,731653,a,0,70,230.8,11.77,0.2,185
309,Aymeric Laporte,57,DEF,Man City,0,2,2.0,False,0.04,3,0,0,34,0,5,5.5,,,2023-01-02T10:30:07.911178Z,0.08,337,3.3,-3,0,2008,42.0,58.2,465,78,0.18,83,0.6,805,0,1.16,0.41,100.0,3.2,265,0.23,19,128,0,301,3.5,0,10,137,2,100.0,6,99342,0.03,65,0.98,97,0.0,86,Laporte,0,0,2,0.97,98,18.0,0.39,175,,,119,86366,a,0,231,80.6,5.07,0.4,316
310,Zack Steffen,40,GKP,Man City,0,0,0.0,False,0.0,0,0,0,53,0,0,0.0,,Joined Middlesbrough on loan - Expected back 01 Jul,2022-07-19T23:00:04.232428Z,0.0,552,0.0,0,0,0,0.0,0.0,0,39,0.00,68,0.0,2,0,0.0,0.00,0.0,0.0,539,0.00,0,53,0,491,0.0,0,41,564,0,0.0,0,2354,0.0,48,0.0,29,0.0,645,Steffen,0,0,0,0.0,0,0.0,0.0,435,,,53,0,u,0,642,0.0,0.00,0.0,550
311,Bernardo Veiga de Carvalho e Silva,68,MID,Man City,2,6,1.2,False,0.18,2,0,0,51,2,17,3.9,,,,0.27,48,10.9,-2,1,2110,316.0,370.0,1497,36,1.50,19,5.8,5740,0,1.08,4.42,,3.5,43,2.92,74,37,0,63,2.7,0,24,107,5,,18,2052455,0.09,110,0.89,41,0.0,47,Bernardo,6,0,2,1.02,307,103.3,0.3,242,5.0,,35,1767352,a,0,61,347.4,14.80,0.2,86
312,Rúben Gato Alves Dias,59,DEF,Man City,0,0,0.2,False,0.01,1,0,0,58,1,10,1.9,,,2022-12-23T10:30:07.689302Z,0.08,278,6.9,-1,0,6629,69.0,44.8,917,98,0.66,23,5.9,3696,0,0.79,0.79,100.0,2.9,299,0.13,41,90,0,247,1.7,0,7,182,5,100.0,8,1354775,0.06,132,0.7,64,0.0,76,Dias,0,0,0,0.98,213,28.8,0.49,386,,,94,712164,a,0,59,174.0,7.12,0.0,233
314,Phil Foden,80,MID,Man City,7,6,0.2,False,0.18,0,0,0,23,1,13,1.4,,,2023-01-22T22:00:08.870760Z,0.49,30,10.1,0,2,1721,466.0,395.9,1061,29,3.74,13,8.8,16472,0,0.93,5.83,100.0,4.3,36,2.09,81,23,0,35,1.7,0,9,49,2,75.0,11,4053494,0.32,180,0.78,19,0.0,18,Foden,4,0,1,1.1,294,127.1,0.17,387,3.0,,21,4163942,a,0,43,409.6,9.22,0.0,57
315,Rodrigo Hernandez,56,MID,Man City,2,5,3.8,False,0.14,4,0,0,54,3,21,9.1,,,2022-10-02T21:00:07.266280Z,0.3,29,12.9,-4,0,5769,354.0,422.5,1823,23,3.09,47,1.7,1382,0,0.94,5.98,100.0,3.4,29,2.91,72,10,0,54,5.3,0,53,115,7,100.0,19,353915,0.15,27,0.75,35,0.0,100,Rodri,4,0,10,1.04,392,127.9,0.35,64,,,20,209421,a,0,138,501.6,15.12,0.7,26
316,Cole Palmer,43,MID,Man City,0,0,0.2,False,0.2,2,0,0,235,1,0,1.9,,,2022-08-12T16:00:05.831482Z,0.26,365,1.9,-2,0,39,52.0,49.3,110,150,0.07,162,0.1,91,0,1.64,0.32,100.0,0.9,281,0.25,8,189,0,275,1.7,0,299,507,0,100.0,2,25408,0.06,175,2.0,145,0.0,575,Palmer,0,0,0,0.0,29,12.3,0.0,378,,,160,15919,a,0,448,21.0,2.44,0.0,424
317,James McAtee,45,MID,Man City,0,0,0.0,False,0.0,0,0,0,272,0,0,0.0,,Season-long loan to Sheffield United,2022-08-04T13:21:06.218126Z,0.0,661,0.0,0,0,0,0.0,0.0,0,269,0.00,290,0.0,0,0,0.0,0.00,0.0,0.0,654,0.00,0,266,0,635,0.0,0,220,667,0,0.0,0,874,0.0,231,0.0,259,0.0,394,McAtee,0,0,0,0.0,0,0.0,0.0,598,,,268,0,u,0,701,0.0,0.00,0.0,657
318,Erling Haaland,122,FWD,Man City,25,26,5.8,True,0.13,-7,0,0,1,3,20,13.1,,,2022-10-25T22:30:07.174496Z,1.05,2,14.3,7,7,6064,1240.0,225.8,1680,11,17.33,1,85.4,11356,0,1.07,19.67,100.0,8.3,99,2.39,175,1,0,2,7.3,0,1,3,7,100.0,20,1754253,0.93,3,0.79,2,0.0,3,Haaland,4,0,4,1.07,715,241.0,0.38,18,,1.0,2,5563457,a,0,1,943.6,14.71,0.5,1
319,Julián Álvarez,60,FWD,Man City,4,6,2.2,False,0.08,5,0,0,26,0,5,5.9,,,2022-12-21T14:30:07.153297Z,0.43,150,7.3,-5,2,3839,264.0,122.1,611,25,2.38,21,1.9,5482,0,1.18,2.95,100.0,2.6,178,0.57,44,22,0,82,3.7,0,31,200,2,100.0,8,575808,0.35,17,1.23,25,0.0,72,Álvarez,0,0,1,0.74,156,56.4,0.29,146,,4.0,23,461151,a,0,131,178.6,8.37,0.4,225
320,Luke Mbete-Tabu,39,DEF,Man City,0,0,0.0,False,0.0,1,0,0,194,0,0,0.0,,Season-long loan to Huddersfield Town,2022-08-25T14:30:06.307078Z,0.0,537,0.0,-1,0,0,0.0,0.0,0,189,0.00,158,0.1,35,0,0.0,0.00,0.0,0.0,522,0.00,0,193,0,474,0.0,0,244,549,0,0.0,0,56748,0.0,147,0.0,174,0.0,730,Mbete,0,0,0,0.0,0,0.0,0.0,418,,,190,47144,u,0,417,0.0,0.00,0.0,535
322,Josh Wilson-Esbrand,38,DEF,Man City,0,0,0.0,False,0.0,2,0,0,184,0,0,0.0,,Season-long loan to Coventry City,2023-01-12T11:56:39.707551Z,0.0,517,0.0,-2,0,0,0.0,0.0,0,179,0.00,70,0.8,1392,0,0.0,0.00,0.0,0.0,499,0.00,0,183,0,449,0.0,0,253,529,0,0.0,0,217763,0.0,134,0.0,162,0.0,745,Wilson-Esbrand,0,0,0,0.0,0,0.0,0.0,393,,,180,227647,u,0,190,0.0,0.00,0.0,515
323,Liam Delap,44,FWD,Man City,0,0,0.0,False,0.0,1,0,0,70,0,0,0.0,,Joined Stoke City on loan - Expected back 01 Jul,2022-08-23T08:30:06.022828Z,0.0,636,0.0,-1,0,0,0.0,0.0,0,68,0.00,57,0.2,27,0,0.0,0.00,0.0,0.0,626,0.00,0,66,0,604,0.0,0,89,642,0,0.0,0,65189,0.0,57,0.0,68,0.0,527,Delap,0,0,0,0.0,0,0.0,0.0,567,,,68,13802,u,0,374,0.0,0.00,0.0,631
